,Strain,SOK5,Orientation,Zone,oX,dX,oY,dY,Normalized SOK5,Relative SOK5 (mean),Relative SOK5 (median),Normalized strain,Relative strain (mean),Relative strain (median)
88,0.09567014557218799,0.39337678394770476,periclinal,ground,739.0,736.0,1034.0,1007.0,0.35716490674376317,0.9758232636618415,1.013334275288975,0.4662398947044982,1.1721975076213595,1.1946169050233246
89,0.06287940017016512,0.30713388571085204,anticlinal,ground,736.0,786.0,1007.0,1020.0,0.2627078093056224,0.761886321118914,0.7911735165715009,0.2627291355237852,0.7704292255370084,0.7851644206428674
90,0.10766820021034487,0.11623136047608436,anticlinal,ground,688.0,736.0,984.0,1007.0,0.053622785542097755,0.28832729878310953,0.29941070810508813,0.540703990539061,1.3192035528096187,1.344434581294348
91,0.07238202675679777,0.29563357358838904,periclinal,ground,786.0,809.0,1020.0,948.0,0.2501121507073085,0.7333582722700436,0.7615488388432843,0.32170573782868844,0.8868600633295813,0.9038221094612646
92,0.07077336245191325,0.28338257124250327,anticlinal,boundary,809.0,873.0,948.0,986.0,0.23669430244434583,0.702968036800834,0.7299903913437947,0.311721808218666,0.8671499199247901,0.8837349907302433
93,0.06342291956981168,0.5653098823455991,periclinal,boundary,873.0,829.0,986.0,1058.0,0.5454737618521559,1.4023261078978904,1.4562320485504996,0.26610240576498845,0.7770886915783642,0.791951255335577
94,0.06505963752061417,0.2076916274707962,periclinal,ground,736.0,761.0,1007.0,925.0,0.15379417968416384,0.5152066162113282,0.5350113514443842,0.27626044604887806,0.7971425620009003,0.8123886751919988
95,0.07231578918342152,0.20187807269313765,anticlinal,ground,761.0,809.0,925.0,948.0,0.1474269132619808,0.5007853228658474,0.52003569818302,0.32129464443392663,0.8860484881202184,0.9029950121005391
96,0.08320049488026558,0.06727173158517633,anticlinal,ground,733.0,761.0,909.0,925.0,0.0,0.16687644860190068,0.17329124176876032,0.38884890990319265,1.0194132364722035,1.0389104886986398
97,0.07928105064940874,0.5817820752991891,anticlinal,provascular,1074.0,1133.0,1100.0,1101.0,0.5635148477461391,1.4431875662847602,1.4986642366972849,0.36452347718707834,0.97139028499457,0.9899690523866741
