Label,Tissue,Orientation,Specific tissue,xMax,yMax,zMax,xMin,yMin,zMin,signalMax,signalMin,signalNormal
30048,G,U,CE,0.991141,0.132813,0,-0.132813,0.991141,0,1.00555,0.431041,0
10512,G,U,V,0.707547,-0.706666,0,0.706666,0.707547,0,1.23076,0.336169,0
29904,,,,0.755016,-0.655706,0,0.655706,0.755016,0,0.711897,0.347811,0
11632,G,L,E,-0.288113,0.957596,0,0.957596,0.288113,0,0.23055,0.114264,0
32296,G,U,CE,0.917024,-0.398832,0,0.398832,0.917024,0,1.03382,0.770876,0
14504,A,C,,0.855804,-0.517301,0,0.517301,0.855804,0,2.85777,1.02936,0
19352,A,C,,0.999635,0.027023,0,-0.027023,0.999635,0,0.623361,0.290668,0
16280,G,L,E,-0.436918,0.899502,0,0.899502,0.436918,0,2.37947,1.20294,0
18436,,,,0.663264,0.748385,0,0.748385,-0.663264,0,0.122018,0.0820345,0
17956,,,,0.827408,0.561601,0,-0.561601,0.827408,0,0.547736,0.343688,0
7924,,,,0.0380407,0.999276,0,0.999276,-0.0380407,0,0.421585,0.194814,0
7156,,,,0.735553,-0.677467,0,0.677467,0.735553,0,0.721146,0.544662,0
8716,,,,0.97261,0.232444,0,-0.232444,0.97261,0,0.943008,0.305942,0
7628,A,C,,0.0204354,0.999791,0,0.999791,-0.0204354,0,0.0733136,0.0655382,0
29484,G,U,E,-0.105537,0.994415,0,0.994415,0.105537,0,0.178277,0.0860469,0
2850,,,,-0.461519,0.88713,0,0.88713,0.461519,0,2.42829,1.22135,0
22498,,,,-0.671182,0.741293,0,0.741293,0.671182,0,0.122089,0.0802037,0
5066,G,U,V,-0.384323,0.923199,0,0.923199,0.384323,0,4.02766,0.834155,0
30906,,,,0.213898,0.976856,0,0.976856,-0.213898,0,0.61659,0.334391,0
21798,,,,0.572179,0.820129,0,0.820129,-0.572179,0,0.43976,0.399818,0
2038,G,L,E,0.999264,0.0383713,0,-0.0383713,0.999264,0,1.56711,1.08157,0
23822,G,L,V,0.431931,0.901907,0,0.901907,-0.431931,0,0.878497,0.161638,0
11214,,,,0.88223,-0.470819,0,0.470819,0.88223,0,0.495849,0.253549,0
8494,,,,-0.425267,0.905068,0,0.905068,0.425267,0,0.635421,0.46495,0
5550,G,U,E,0.849756,0.527176,0,-0.527176,0.849756,0,0.133271,0.0753367,0
9438,A,C,,-0.181212,0.983444,0,0.983444,0.181212,0,0.0652382,0.0423726,0
51969,V,L,,-0.702484,0.711699,0,0.711699,0.702484,0,1.37418,0.49361,0
39969,,,,0.868751,0.495249,0,-0.495249,0.868751,0,0.384413,0.277712,0
33953,,,,0.616726,0.787178,0,0.787178,-0.616726,0,0.826642,0.623298,0
53345,,,,0.168049,0.985779,0,0.985779,-0.168049,0,0.171918,0.0564051,0
54033,,,,0.99944,0.0334557,0,-0.0334557,0.99944,0,0.72269,0.691058,0
60809,,,,1,0,0,0,1,0,0,0,0
58517,,,,0.419611,0.907704,0,0.907704,-0.419611,0,0.42002,0.268873,0
42125,V,C,,0.141075,0.989999,0,0.989999,-0.141075,0,0.170213,0.153646,0
38429,,,,0.890079,-0.455806,0,0.455806,0.890079,0,0.592901,0.295773,0
56413,G,U,E,0.99615,0.0876608,0,-0.0876608,0.99615,0,3.05834,1.00664,0
41667,G,U,V,0.993741,0.111706,0,-0.111706,0.993741,0,1.80621,1.03358,0
52231,G,L,V,0.433373,0.901215,0,0.901215,-0.433373,0,1.79219,1.03136,0
52807,,,,0.760206,0.649682,0,-0.649682,0.760206,0,0.0470272,0.0349425,0
56727,G,L,CE,0.504632,0.863334,0,0.863334,-0.504632,0,2.16259,0.85778,0
48567,G,L,E,0.772187,-0.635395,0,0.635395,0.772187,0,0.879768,0.397208,0
50959,,,,0.939091,-0.343668,0,0.343668,0.939091,0,6.74041,1.0196,0
