Label,xMax,yMax,zMax,xMin,yMin,zMin,signalMax,signalMin,signalNormal,Tissue,Orientation
6594,0.481314,0.876548,0,0.876548,-0.481314,0,6.08997,3.80958,0,G,C
5282,-0.377871,0.925858,0,0.925858,0.377871,0,4.54693,3.07204,0,,
24714,-0.341242,0.939976,0,0.939976,0.341242,0,46.98,4.52197,0,,
24346,-0.369243,0.929333,0,0.929333,0.369243,0,17.7483,8.31682,0,V,L
14662,0.39041,0.920641,0,0.920641,-0.39041,0,15.7862,2.39485,0,G,L
