Label,xMax,yMax,zMax,xMin,yMin,zMin,signalMax,signalMin,signalNormal,Tissue,Orientation
6940,0.0678865,0.997693,0,0.997693,-0.0678865,0,38.0834,25.0589,0,G,U
11466,0.204292,0.97891,0,0.97891,-0.204292,0,4.2511,1.27267,0,V,U
246,0.337884,0.941188,0,0.941188,-0.337884,0,22.4638,12.2181,0,G,L
33099,0.189958,0.981792,0,0.981792,-0.189958,0,7.62701,1.96949,0,V,L
