Label,xMax,yMax,zMax,xMin,yMin,zMin,signalMax,signalMin,signalNormal,Tissue,Orientation
32640,0.0559644,0.998433,0,0.998433,-0.0559644,0,8.41739,1.57482,0,G,L
10024,0.493286,0.869867,0,0.869867,-0.493286,0,6.30095,3.82594,0,V,L
25958,-0.138356,0.990383,0,0.990383,0.138356,0,8.25828,2.98738,0,V,U
5398,0.232705,0.972547,0,0.972547,-0.232705,0,21.1264,6.54704,0,G,U
