Label,xMax,yMax,zMax,xMin,yMin,zMin,signalMax,signalMin,signalNormal,Tissue,Orientation
7712,0.699426,0.714705,0,0.714705,-0.699426,0,8.49371,4.4304,0,V,L
5616,-0.033516,0.999438,0,0.999438,0.033516,0,9.43515,3.7811,0,G,U
3948,-0.0541664,0.998532,0,0.998532,0.0541664,0,2.50841,1.50992,0,G,L
31826,-0.213735,0.976892,0,0.976892,0.213735,0,9.89528,5.84831,0,V,U
22614,0.453556,0.891228,0,0.891228,-0.453556,0,2.20151,1.92963,0,V,L
